,iyear,imonth,iday,extended,country,region,provstate,city,latitude,longitude,specificity,vicinity,multiple,success,suicide,attacktype1,targtype1,target1,natlty1,individual,weaptype1,nkill,property,ishostkid,gname
74376,2016,5,12,0,147,11,85,287,11.840929,13.141459,1.0,0,0.0,1,1,3,2,467,147.0,0,6,6.0,-9,0.0,Boko Haram
46091,2009,2,4,0,182,11,52,188,2.059819,45.326115,1.0,0,0.0,1,0,2,10,328,182.0,0,5,1.0,-9,0.0,Al-Shabaab
28693,1991,10,17,0,61,2,122,532,13.938518,-88.901366,1.0,0,1.0,1,0,3,21,688,61.0,0,6,0.0,1,0.0,Farabundo Marti National Liberation Front (FMLN)
73748,2016,4,7,0,182,11,58,24,4.483825,45.345751,4.0,0,0.0,1,0,3,4,326,422.0,0,6,1.0,-9,0.0,Al-Shabaab
7558,1981,4,21,0,183,11,13,58,-29.861824,31.008293,1.0,0,0.0,1,0,3,21,107,183.0,0,6,0.0,1,0.0,African National Congress (South Africa)
46903,2009,7,29,0,153,6,400,1592,34.793956,72.775814,3.0,0,0.0,1,0,1,14,1767,153.0,0,5,3.0,1,0.0,Tehrik-i-Taliban Pakistan (TTP)
81746,2017,8,4,0,95,10,28,115,36.354145,43.14357,1.0,0,0.0,1,1,3,4,217,95.0,0,6,4.0,1,0.0,Islamic State of Iraq and the Levant (ISIL)
39617,2001,11,3,1,160,5,5,24,7.075778,125.587755,4.0,0,0.0,1,0,6,14,29,38.0,0,5,0.0,0,1.0,Abu Sayyaf Group (ASG)
31305,1992,9,20,0,159,3,223,925,-11.967368,-76.978462,1.0,0,0.0,1,0,1,12,1542,159.0,0,5,1.0,0,0.0,Shining Path (SL)
76996,2016,10,14,0,209,10,185,810,37.477368,40.486736,1.0,1,0.0,1,0,3,4,250,209.0,0,6,3.0,1,0.0,Kurdistan Workers' Party (PKK)
64656,2014,12,23,0,228,10,42,149,15.325443,44.211895,1.0,0,0.0,1,0,3,14,237,228.0,0,6,0.0,1,0.0,Al-Qaida in the Arabian Peninsula (AQAP)
12797,1984,9,18,0,69,8,12,52,48.856644,2.34233,1.0,0,0.0,1,0,3,2,616,69.0,0,6,0.0,1,0.0,Corsican National Liberation Front (FLNC)
61741,2014,7,21,0,214,9,117,468,47.981647,37.762325,1.0,0,0.0,1,0,3,19,642,214.0,0,6,0.0,1,0.0,Donetsk People's Republic
18894,1988,2,9,0,45,3,261,1086,8.638953,-72.918372,1.0,0,0.0,1,0,3,21,1227,45.0,0,6,0.0,1,0.0,National Liberation Army of Colombia (ELN)
14626,1985,10,9,0,61,2,123,525,13.491242,-88.173134,1.0,0,1.0,1,0,2,4,680,61.0,0,5,10.0,1,0.0,Farabundo Marti National Liberation Front (FMLN)
65241,2015,1,19,0,214,9,117,473,48.064426,37.673248,1.0,0,1.0,1,0,3,4,48,214.0,0,6,1.0,-9,0.0,Donetsk People's Republic
67194,2015,4,26,0,214,9,117,473,48.064426,37.673248,1.0,1,1.0,1,0,3,4,48,214.0,0,6,0.0,-9,0.0,Donetsk People's Republic
83330,2017,12,2,0,147,11,85,281,10.612148,12.19127,1.0,0,1.0,1,1,3,14,177,147.0,0,6,8.0,-9,0.0,Boko Haram
38811,2001,1,18,0,45,3,262,1317,7.10577,-77.76488,1.0,0,0.0,1,0,1,2,1466,45.0,0,5,1.0,0,0.0,Revolutionary Armed Forces of Colombia (FARC)
69357,2015,8,8,0,209,10,185,829,37.420683,41.350359,1.0,0,0.0,1,0,2,3,933,209.0,0,5,1.0,0,0.0,Kurdistan Workers' Party (PKK)
81571,2017,7,22,0,173,10,157,678,24.08554,38.063286,1.0,0,0.0,1,0,3,1,755,173.0,0,6,0.0,1,0.0,Houthi extremists (Ansar Allah)
66221,2015,3,8,0,147,11,85,309,11.808727,12.495786,1.0,0,0.0,1,0,3,14,177,147.0,0,6,5.0,1,0.0,Boko Haram
13625,1985,4,14,0,61,2,128,516,13.83553,-88.985462,1.0,0,0.0,1,0,2,4,672,61.0,0,5,1.0,1,0.0,Farabundo Marti National Liberation Front (FMLN)
22248,1989,6,1,0,185,8,67,240,43.291618,-1.977903,1.0,0,0.0,1,0,3,1,400,217.0,0,6,0.0,1,0.0,Basque Fatherland and Freedom (ETA)
69217,2015,8,1,0,228,10,44,156,13.985013,45.558479,1.0,0,0.0,1,1,3,22,217,228.0,0,6,1.0,0,0.0,Al-Qaida in the Arabian Peninsula (AQAP)
63979,2014,11,13,0,159,3,352,1384,-12.950153,-74.020741,3.0,0,0.0,0,0,2,4,12,159.0,0,5,0.0,0,0.0,Shining Path (SL)
69728,2015,8,25,0,214,9,117,493,47.108201,37.750556,1.0,1,0.0,1,0,3,4,643,214.0,0,6,2.0,-9,0.0,Donetsk People's Republic
41860,2005,3,13,0,69,8,109,440,41.930607,8.742907,1.0,0,0.0,1,0,3,1,613,69.0,0,6,0.0,1,0.0,Corsican National Liberation Front (FLNC)
83125,2017,11,14,1,160,5,1,7,6.063022,121.102294,2.0,0,0.0,1,0,6,14,8,160.0,0,5,0.0,0,1.0,Abu Sayyaf Group (ASG)
40386,2002,10,17,0,160,5,4,15,6.929089,122.07885,1.0,0,1.0,1,0,3,14,16,160.0,0,6,3.0,1,0.0,Abu Sayyaf Group (ASG)
49656,2011,5,20,0,153,6,399,1564,34.006004,71.53743,1.0,0,0.0,1,0,3,7,1741,217.0,0,6,1.0,1,0.0,Tehrik-i-Taliban Pakistan (TTP)
79912,2017,4,18,0,173,10,155,676,17.554939,44.232357,1.0,0,0.0,1,0,3,14,13,173.0,0,6,0.0,-9,0.0,Houthi extremists (Ansar Allah)
48270,2010,6,27,0,153,6,364,1580,33.594013,73.069077,1.0,0,1.0,1,0,2,14,1752,153.0,0,5,3.0,1,0.0,Tehrik-i-Taliban Pakistan (TTP)
61815,2014,7,25,0,182,11,52,188,2.059819,45.326115,1.0,0,0.0,1,0,2,4,189,182.0,0,5,1.0,0,0.0,Al-Shabaab
19871,1988,6,29,0,61,2,124,527,13.5,-88.866667,1.0,0,0.0,1,0,2,14,681,61.0,0,5,6.0,1,0.0,Farabundo Marti National Liberation Front (FMLN)
44551,2008,2,24,0,4,6,375,1529,31.799835,65.062271,1.0,0,0.0,0,0,1,2,1710,4.0,0,6,3.0,0,0.0,Taliban
48210,2010,6,16,0,153,6,399,1589,33.528893,71.056122,1.0,0,0.0,1,0,1,2,1765,153.0,0,5,1.0,0,0.0,Tehrik-i-Taliban Pakistan (TTP)
12819,1984,9,22,0,145,2,317,1227,13.360614,-86.398154,1.0,0,0.0,1,0,2,4,672,145.0,0,5,0.0,1,0.0,Nicaraguan Democratic Force (FDN)
51273,2012,3,6,0,147,11,85,282,11.655408,13.412932,1.0,0,1.0,1,0,3,15,442,147.0,0,6,0.0,1,0.0,Boko Haram
79033,2017,2,19,0,45,3,265,1066,4.667128,-74.106056,1.0,0,0.0,1,0,3,3,85,45.0,0,6,1.0,1,0.0,National Liberation Army of Colombia (ELN)
39281,2001,8,12,0,141,6,213,951,27.862527,85.113974,1.0,0,1.0,1,0,7,3,1110,141.0,0,5,0.0,1,0.0,Maoists
66994,2015,4,18,0,182,11,63,205,11.274796,49.179657,1.0,0,0.0,1,0,2,3,314,182.0,0,6,0.0,1,0.0,Al-Shabaab
45000,2008,6,2,0,186,6,207,856,7.733107,81.68882,1.0,0,0.0,1,0,2,22,957,186.0,0,5,2.0,0,0.0,Liberation Tigers of Tamil Eelam (LTTE)
15996,1986,7,25,0,92,6,364,24,31.147131,75.341218,4.0,0,0.0,1,0,2,19,1655,92.0,0,5,15.0,1,0.0,Sikh Extremists
80077,2017,4,29,1,160,5,1,19,6.055578,121.039629,1.0,0,0.0,1,0,6,2,45,160.0,0,5,0.0,0,1.0,Abu Sayyaf Group (ASG)
74813,2016,6,7,0,92,6,102,929,19.595851,81.663777,3.0,0,0.0,0,0,3,20,6,92.0,0,6,0.0,0,0.0,Maoists
54120,2012,12,31,0,95,10,33,129,32.777344,44.289352,1.0,0,1.0,1,0,3,14,209,95.0,0,6,2.0,1,0.0,Al-Qaida in Iraq
61450,2014,7,11,0,95,10,28,766,36.158558,43.2551,1.0,0,1.0,1,0,3,3,888,95.0,0,6,0.0,1,0.0,Islamic State of Iraq and the Levant (ISIL)
80285,2017,5,14,0,147,11,140,593,7.8116,10.58387,1.0,0,1.0,1,0,2,14,27,147.0,0,5,3.0,-9,0.0,Fulani extremists
17909,1987,8,23,1,159,3,223,925,-11.967368,-76.978462,1.0,0,0.0,1,0,6,2,1554,159.0,0,5,0.0,0,1.0,Shining Path (SL)
4992,1979,4,19,0,603,8,161,701,54.347539,-6.656108,1.0,0,0.0,1,0,3,3,847,233.0,0,6,1.0,1,0.0,Irish Republican Army (IRA)
51474,2012,3,30,0,160,5,5,1165,6.809045,125.192555,1.0,0,0.0,1,0,7,1,914,44.0,0,8,0.0,1,0.0,New People's Army (NPA)
48252,2010,6,24,1,92,6,103,408,22.577189,87.004942,1.0,0,0.0,1,0,6,14,544,92.0,0,5,0.0,0,1.0,Communist Party of India - Maoist (CPI-Maoist)
69313,2015,8,5,0,4,6,388,24,35.804295,69.287754,4.0,0,1.0,1,0,7,15,198,4.0,0,8,0.0,1,0.0,Taliban
60383,2014,5,24,0,228,10,39,162,15.940011,48.789753,1.0,0,1.0,1,0,3,4,217,228.0,0,6,3.0,-9,0.0,Al-Qaida in the Arabian Peninsula (AQAP)
77378,2016,11,4,0,92,6,102,939,18.391134,81.659273,3.0,0,0.0,1,0,2,14,1100,92.0,0,5,1.0,0,0.0,Maoists
41611,2004,9,19,0,209,10,187,797,36.802461,34.629759,1.0,0,0.0,1,0,3,14,909,209.0,0,6,0.0,1,0.0,Kurdistan Workers' Party (PKK)
76416,2016,9,13,0,153,6,401,1565,28.000466,68.728471,1.0,0,1.0,1,1,3,15,1760,153.0,0,6,1.0,-9,0.0,Tehrik-i-Taliban Pakistan (TTP)
59301,2014,3,29,1,147,11,136,601,7.888747,7.908966,2.0,0,1.0,1,0,6,14,27,147.0,0,5,5.0,1,1.0,Fulani extremists
25359,1990,7,9,0,209,10,182,836,37.392896,43.10688,1.0,1,0.0,1,0,2,3,937,209.0,0,5,4.0,1,0.0,Kurdistan Workers' Party (PKK)
73357,2016,3,13,0,147,11,136,591,7.258787,8.805645,1.0,0,1.0,1,0,2,14,27,147.0,0,5,0.0,1,0.0,Fulani extremists
52287,2012,6,13,0,95,10,23,107,33.31065,44.038208,1.0,1,1.0,1,0,3,3,12,95.0,0,6,0.0,0,0.0,Al-Qaida in Iraq
40161,2002,6,17,1,160,5,1,24,6.05519,121.001323,4.0,0,0.0,1,0,6,14,28,93.0,0,5,0.0,-9,1.0,Abu Sayyaf Group (ASG)
57443,2013,11,16,1,160,5,0,8,6.545399,121.873756,1.0,1,0.0,1,0,6,2,9,160.0,0,5,1.0,0,1.0,Abu Sayyaf Group (ASG)
3294,1977,6,7,0,185,8,69,234,43.258434,-2.921819,1.0,0,0.0,1,0,2,14,250,185.0,0,8,0.0,1,0.0,Basque Fatherland and Freedom (ETA)
26844,1991,3,1,0,61,2,119,538,13.99,-88.758,1.0,0,0.0,1,0,2,21,691,61.0,0,5,23.0,1,0.0,Farabundo Marti National Liberation Front (FMLN)
67175,2015,4,26,0,147,11,136,633,7.908288,8.793912,2.0,0,1.0,1,0,2,14,27,147.0,0,5,3.0,0,0.0,Fulani extremists
72929,2016,2,19,0,37,11,94,310,10.866518,14.150657,1.0,0,0.0,1,1,3,8,51,37.0,0,6,2.0,0,0.0,Boko Haram
26315,1990,12,11,0,159,3,355,1398,-13.531688,-71.966924,1.0,0,0.0,1,0,1,2,1574,159.0,0,5,1.0,0,0.0,Shining Path (SL)
22838,1989,8,27,0,186,6,209,875,9.151898,80.64934,1.0,0,0.0,1,0,2,4,258,186.0,0,5,3.0,1,0.0,Liberation Tigers of Tamil Eelam (LTTE)
18973,1988,2,17,0,43,3,216,915,-33.024705,-71.552216,2.0,0,1.0,1,0,3,21,1039,43.0,0,6,0.0,1,0.0,Manuel Rodriguez Patriotic Front (FPMR)
31853,1992,11,18,0,159,3,223,925,-11.967368,-76.978462,1.0,0,0.0,1,0,3,7,1831,217.0,0,6,0.0,1,0.0,Tupac Amaru Revolutionary Movement (MRTA)
55014,2013,4,1,0,160,5,281,1120,10.840278,123.499167,1.0,0,0.0,1,0,2,3,1277,160.0,0,5,3.0,1,0.0,New People's Army (NPA)
18942,1988,2,14,0,159,3,353,1385,-10.680652,-76.259918,1.0,0,0.0,1,0,3,1,1822,159.0,0,6,0.0,1,0.0,Tupac Amaru Revolutionary Movement (MRTA)
63437,2014,10,15,0,113,10,244,1030,32.069286,20.151144,1.0,0,0.0,0,0,3,4,1175,113.0,0,6,1.0,0,0.0,Muslim extremists
65868,2015,2,15,1,160,5,1,22,6.050458,121.012245,1.0,0,0.0,1,0,6,14,31,44.0,0,5,0.0,0,1.0,Abu Sayyaf Group (ASG)
19535,1988,5,8,0,160,5,293,24,16.030344,120.229921,4.0,0,0.0,1,0,1,3,1288,160.0,0,5,1.0,0,0.0,New People's Army (NPA)
25146,1990,6,9,0,186,6,207,864,7.716666,81.700188,3.0,0,1.0,1,0,2,3,932,186.0,0,5,0.0,1,0.0,Liberation Tigers of Tamil Eelam (LTTE)
65998,2015,2,23,0,214,9,117,469,47.098835,37.81987,1.0,0,0.0,1,0,3,4,643,214.0,0,6,2.0,0,0.0,Donetsk People's Republic
66629,2015,3,30,0,228,10,37,144,12.825647,44.846416,1.0,0,1.0,1,0,3,14,345,228.0,0,6,3.0,1,0.0,Houthi extremists (Ansar Allah)
7447,1981,3,9,0,159,3,352,1383,-13.152712,-74.218628,1.0,0,0.0,1,0,1,2,1582,159.0,0,6,0.0,1,0.0,Shining Path (SL)
52294,2012,6,13,0,95,10,25,110,33.749892,44.633421,2.0,0,1.0,1,1,3,3,20,95.0,0,6,3.0,0,0.0,Al-Qaida in Iraq
7708,1981,5,31,0,603,8,161,697,54.607712,-5.95621,1.0,0,0.0,1,0,2,3,839,233.0,0,5,1.0,0,0.0,Irish Republican Army (IRA)
18540,1987,11,28,0,69,8,109,449,42.567651,8.757222,1.0,0,0.0,1,0,2,2,596,69.0,0,8,0.0,1,0.0,Corsican National Liberation Front (FLNC)
17379,1987,6,8,0,159,3,223,925,-11.967368,-76.978462,1.0,0,1.0,1,0,5,10,1064,159.0,0,5,0.0,1,0.0,Tupac Amaru Revolutionary Movement (MRTA)
41813,2005,2,14,0,160,5,9,40,6.11622,125.169395,1.0,0,1.0,1,0,3,1,6,160.0,0,6,5.0,1,0.0,Abu Sayyaf Group (ASG)
16968,1987,4,4,0,145,2,323,1243,12.49104,-86.28169,1.0,0,0.0,1,0,2,4,672,145.0,0,5,10.0,1,0.0,Nicaraguan Democratic Force (FDN)
65655,2015,2,7,0,228,10,42,149,15.325443,44.211895,1.0,0,0.0,1,0,3,22,244,228.0,0,6,0.0,-9,0.0,Al-Qaida in the Arabian Peninsula (AQAP)
82749,2017,10,14,1,160,5,1,1,6.301814,120.583623,1.0,0,0.0,1,0,6,14,1,160.0,0,5,0.0,0,1.0,Abu Sayyaf Group (ASG)
53228,2012,9,9,0,95,10,23,107,33.31065,44.038208,1.0,0,1.0,1,0,2,4,20,95.0,0,5,5.0,0,0.0,Al-Qaida in Iraq
13040,1984,11,13,0,145,2,317,1200,12.933056,-86.348611,1.0,0,0.0,1,0,2,4,678,145.0,0,5,1.0,1,0.0,Nicaraguan Democratic Force (FDN)
83599,2017,12,27,0,4,6,383,1497,31.60063,64.369652,1.0,0,0.0,1,1,3,4,1692,4.0,0,6,1.0,1,0.0,Taliban
68022,2015,6,2,0,160,5,295,1138,13.832023,122.877813,1.0,0,0.0,0,0,2,4,48,160.0,0,5,1.0,0,0.0,New People's Army (NPA)
54807,2013,3,8,0,147,11,85,287,11.840929,13.141459,1.0,0,1.0,1,0,3,20,6,147.0,0,6,0.0,-9,0.0,Boko Haram
74019,2016,4,24,0,153,6,402,1601,34.458016,71.117305,2.0,0,1.0,1,0,3,4,12,153.0,0,6,1.0,0,0.0,Tehrik-i-Taliban Pakistan (TTP)
56309,2013,8,4,0,167,9,243,1029,42.98542,47.450668,1.0,0,1.0,1,0,3,1,1171,167.0,0,6,0.0,0,0.0,Muslim extremists
41464,2004,6,27,0,4,6,379,1513,34.417122,70.449593,1.0,0,0.0,1,0,3,12,1702,4.0,0,6,2.0,1,0.0,Taliban
78061,2016,12,15,0,92,6,102,356,18.9,81.35,1.0,0,0.0,1,0,2,14,1104,92.0,0,9,1.0,0,0.0,Maoists
42695,2006,2,2,0,69,8,109,454,42.121236,8.758887,1.0,0,1.0,0,0,3,14,604,69.0,0,6,0.0,0,0.0,Corsican National Liberation Front (FLNC)
40485,2002,12,13,0,147,11,95,313,9.933381,8.885243,1.0,0,0.0,1,0,2,14,731,147.0,0,5,14.0,0,0.0,Fulani extremists
47914,2010,4,23,0,95,10,24,108,33.303566,44.371773,1.0,0,1.0,1,0,3,15,202,95.0,0,6,1.0,-9,0.0,Al-Qaida in Iraq
66955,2015,4,16,0,173,10,155,24,18.520277,45.69972,4.0,0,0.0,1,0,3,3,641,173.0,0,6,3.0,-9,0.0,Houthi extremists (Ansar Allah)
12179,1984,5,8,0,43,3,217,913,-33.366238,-70.505302,1.0,0,0.0,1,0,3,1,1032,43.0,0,6,0.0,1,0.0,Manuel Rodriguez Patriotic Front (FPMR)
4907,1979,3,23,0,185,8,67,246,43.291618,-1.977903,1.0,0,0.0,1,0,3,1,366,69.0,0,6,0.0,1,0.0,Basque Fatherland and Freedom (ETA)
42256,2005,8,6,0,45,3,270,1080,7.08582,-70.75779,1.0,0,0.0,1,0,3,15,1225,45.0,0,6,1.0,-9,0.0,National Liberation Army of Colombia (ELN)
56710,2013,9,7,0,45,3,270,1084,6.956503,-71.859529,1.0,0,0.0,0,0,3,20,6,45.0,0,6,0.0,0,0.0,National Liberation Army of Colombia (ELN)
15800,1986,6,16,0,183,11,14,75,-25.412439,28.007093,1.0,0,0.0,1,0,3,4,122,183.0,0,6,3.0,1,0.0,African National Congress (South Africa)
39569,2001,10,8,0,160,5,4,15,6.929089,122.07885,1.0,0,1.0,0,0,3,18,43,160.0,0,6,0.0,0,0.0,Abu Sayyaf Group (ASG)
9420,1982,11,21,0,183,11,16,72,-25.674634,31.875862,1.0,0,0.0,1,0,3,3,118,183.0,0,6,0.0,1,0.0,African National Congress (South Africa)
21603,1989,3,4,0,92,6,364,1465,31.633979,74.872264,3.0,0,0.0,1,0,1,3,1659,92.0,0,5,2.0,0,0.0,Sikh Extremists
68944,2015,7,19,0,153,6,399,1590,31.834328,70.90905,1.0,0,1.0,1,1,3,4,783,153.0,0,6,2.0,-9,0.0,Tehrik-i-Taliban Pakistan (TTP)
7637,1981,5,7,0,97,10,212,1287,31.070501,35.030529,1.0,0,0.0,1,0,3,14,1398,97.0,0,6,0.0,1,0.0,Palestinians
17355,1987,6,4,0,61,2,121,511,13.69288,-89.199161,1.0,0,1.0,1,0,3,16,706,61.0,0,6,0.0,1,0.0,Farabundo Marti National Liberation Front (FMLN)
10239,1983,5,23,0,145,2,316,522,13.841425,-86.193928,1.0,0,0.0,1,0,2,4,672,145.0,0,5,1.0,1,0.0,Nicaraguan Democratic Force (FDN)
22301,1989,6,15,0,183,11,14,90,-26.371483,28.408806,1.0,0,0.0,1,0,3,3,146,183.0,0,6,0.0,1,0.0,African National Congress (South Africa)
42853,2006,4,1,0,160,5,285,1118,12.21814,123.50951,1.0,0,0.0,1,0,2,2,1276,160.0,0,5,0.0,1,1.0,New People's Army (NPA)
22574,1989,7,25,0,159,3,223,925,-11.967368,-76.978462,1.0,0,1.0,1,0,3,1,399,159.0,0,6,0.0,1,0.0,Tupac Amaru Revolutionary Movement (MRTA)
42114,2005,6,18,0,186,6,207,885,8.324973,81.30074,1.0,0,0.0,1,0,2,3,987,186.0,0,5,1.0,0,0.0,Liberation Tigers of Tamil Eelam (LTTE)
76865,2016,10,6,0,147,11,85,304,11.083983,13.693092,1.0,0,0.0,1,1,3,4,48,147.0,0,6,3.0,0,0.0,Boko Haram
46784,2009,7,7,0,160,5,1,22,6.050458,121.012245,1.0,0,0.0,1,0,3,1,13,160.0,0,6,2.0,1,0.0,Abu Sayyaf Group (ASG)
6000,1979,12,19,0,603,8,38,703,51.504387,-0.140041,1.0,0,0.0,0,0,1,1,800,216.0,0,6,0.0,0,0.0,Irish Republican Army (IRA)
76786,2016,10,1,1,92,6,105,964,21.4088,83.609535,1.0,0,0.0,1,0,6,14,1118,92.0,0,9,1.0,0,1.0,Maoists
45443,2008,8,25,0,153,6,400,1569,34.398573,72.06038,1.0,0,0.0,1,0,3,14,1738,153.0,0,6,8.0,1,0.0,Tehrik-i-Taliban Pakistan (TTP)
74646,2016,5,29,0,123,11,233,1041,14.524647,-4.095559,1.0,1,0.0,1,0,3,7,258,422.0,0,6,5.0,0,0.0,Muslim extremists
74089,2016,4,28,0,228,10,37,144,12.825647,44.846416,1.0,0,0.0,0,1,1,3,247,228.0,0,6,1.0,1,0.0,Al-Qaida in the Arabian Peninsula (AQAP)
10725,1983,8,24,0,159,3,352,1393,-13.65311,-73.95396,1.0,0,0.0,1,0,1,8,1566,159.0,0,5,1.0,0,0.0,Shining Path (SL)
61708,2014,7,20,0,113,10,247,1034,32.867867,13.189067,1.0,0,0.0,1,0,3,6,777,113.0,0,6,0.0,1,0.0,Muslim extremists
60476,2014,5,28,0,182,11,57,215,3.162307,42.493771,1.0,0,0.0,1,0,3,4,249,182.0,0,6,1.0,-9,0.0,Al-Shabaab
28068,1991,8,7,0,159,3,350,1631,-11.253812,-75.580068,1.0,0,0.0,1,0,2,4,333,159.0,0,5,8.0,1,0.0,Tupac Amaru Revolutionary Movement (MRTA)
31066,1992,8,26,0,92,6,363,1463,28.263681,78.403733,1.0,0,0.0,1,0,1,3,1654,92.0,0,5,7.0,0,0.0,Sikh Extremists
20299,1988,9,12,0,92,6,366,1435,28.585836,77.153336,1.0,0,0.0,1,0,3,19,56,92.0,0,6,1.0,1,0.0,Sikh Extremists
25565,1990,8,4,0,186,6,207,867,9.106313,79.73087,1.0,1,0.0,1,0,2,4,969,186.0,0,5,0.0,1,0.0,Liberation Tigers of Tamil Eelam (LTTE)
52998,2012,8,16,0,160,5,4,15,7.024267,122.188903,1.0,0,0.0,1,0,3,19,56,160.0,0,6,0.0,1,0.0,Abu Sayyaf Group (ASG)
82422,2017,9,20,0,92,6,102,954,19.362415,81.181007,1.0,0,0.0,1,0,3,3,12,92.0,0,6,0.0,-9,0.0,Maoists
25878,1990,9,28,0,92,6,364,1450,31.326015,75.576183,1.0,0,0.0,1,0,3,3,290,92.0,0,6,2.0,1,0.0,Sikh Extremists
44003,2007,7,4,0,153,6,241,1027,33.671638,73.056068,1.0,0,0.0,1,0,6,15,1169,153.0,0,5,7.0,1,1.0,Muslim extremists
60931,2014,6,20,0,182,11,57,194,3.10111,42.240947,4.0,0,0.0,1,0,1,4,302,182.0,0,5,1.0,0,0.0,Al-Shabaab
44701,2008,4,4,0,92,6,104,363,18.364195,81.892418,3.0,0,0.0,1,0,2,14,497,92.0,0,5,1.0,0,0.0,Communist Party of India - Maoist (CPI-Maoist)
38651,2000,12,2,0,69,8,109,440,41.930607,8.742907,1.0,0,0.0,0,0,3,4,602,69.0,0,6,0.0,0,0.0,Corsican National Liberation Front (FLNC)
64311,2014,12,3,0,104,11,61,203,0.731673,39.172842,1.0,0,0.0,1,0,6,14,299,104.0,0,5,15.0,0,1.0,Al-Shabaab
23014,1989,9,10,0,155,10,333,1276,32.222271,35.253506,1.0,0,0.0,0,0,7,4,699,97.0,0,8,1.0,1,0.0,Palestinians
4695,1979,2,3,0,185,8,67,255,43.22048,-2.021122,1.0,0,0.0,1,0,2,3,382,185.0,0,5,1.0,1,0.0,Basque Fatherland and Freedom (ETA)
75165,2016,6,26,0,92,6,102,962,19.853635,80.635241,1.0,0,0.0,1,0,2,14,1116,92.0,0,5,1.0,0,0.0,Maoists
67362,2015,5,3,0,147,11,95,573,9.542607,8.896159,2.0,0,1.0,1,0,2,14,13,147.0,0,5,17.0,0,0.0,Fulani extremists
14399,1985,8,15,1,145,2,329,1230,11.695904,-84.446147,1.0,0,0.0,1,0,2,2,1353,145.0,0,5,4.0,1,1.0,Nicaraguan Democratic Force (FDN)
10807,1983,9,11,0,183,11,14,57,-26.184113,28.033232,1.0,0,0.0,1,0,3,21,130,183.0,0,6,0.0,1,0.0,African National Congress (South Africa)
74817,2016,6,7,0,153,6,402,1582,34.565494,71.477429,2.0,0,1.0,1,0,6,4,1754,153.0,0,5,1.0,0,1.0,Tehrik-i-Taliban Pakistan (TTP)
48390,2010,7,22,0,228,10,43,154,14.52618,46.844932,1.0,0,0.0,1,0,2,4,238,228.0,0,5,5.0,-9,0.0,Al-Qaida in the Arabian Peninsula (AQAP)
57389,2013,11,11,0,92,6,102,402,20.261553,81.460083,3.0,0,1.0,0,0,3,2,1129,92.0,0,6,0.0,0,0.0,Maoists
38644,2000,11,28,1,45,3,265,1066,4.667128,-74.106056,1.0,0,0.0,1,0,6,1,1506,45.0,0,5,0.0,0,1.0,Revolutionary Armed Forces of Colombia (FARC)
12651,1984,8,16,0,183,11,14,86,-26.160098,27.872807,1.0,0,0.0,1,0,3,14,141,183.0,0,6,0.0,1,0.0,African National Congress (South Africa)
29170,1991,11,30,0,97,10,333,1290,32.409504,35.28063,1.0,0,0.0,1,0,1,14,1404,155.0,0,5,1.0,0,0.0,Palestinians
18034,1987,9,11,0,159,3,223,925,-11.967368,-76.978462,1.0,0,1.0,1,0,3,1,1806,159.0,0,6,0.0,1,0.0,Tupac Amaru Revolutionary Movement (MRTA)
28672,1991,10,15,0,61,2,127,533,13.597728,-89.418532,1.0,0,0.0,1,0,2,14,689,61.0,0,5,0.0,1,0.0,Farabundo Marti National Liberation Front (FMLN)
25965,1990,10,16,0,159,3,223,925,-11.967368,-76.978462,1.0,0,1.0,1,0,2,19,56,159.0,0,8,0.0,1,0.0,Shining Path (SL)
52688,2012,7,23,0,95,10,28,126,35.713266,41.760647,1.0,0,1.0,1,1,3,3,85,95.0,0,6,1.0,1,0.0,Al-Qaida in Iraq
51698,2012,4,19,0,95,10,25,110,33.74324,44.623825,1.0,0,1.0,1,1,3,3,85,95.0,0,6,3.0,-9,0.0,Al-Qaida in Iraq
81811,2017,8,7,0,153,6,364,1578,31.578721,74.268464,1.0,1,0.0,0,0,2,3,85,153.0,0,5,4.0,0,0.0,Tehrik-i-Taliban Pakistan (TTP)
78500,2017,1,15,0,228,10,41,148,13.883333,45.866667,3.0,0,0.0,1,0,2,17,20,228.0,0,5,4.0,0,0.0,Al-Qaida in the Arabian Peninsula (AQAP)
30575,1992,6,22,0,209,10,184,788,38.576708,42.020709,1.0,1,0.0,1,0,1,14,904,209.0,0,5,4.0,0,0.0,Kurdistan Workers' Party (PKK)
62579,2014,9,2,0,147,11,137,580,8.198372,8.295129,2.0,0,1.0,1,0,2,14,27,147.0,0,5,15.0,1,0.0,Fulani extremists
31325,1992,9,22,0,209,10,192,832,37.235821,39.762058,1.0,0,0.0,1,0,2,14,935,209.0,0,5,1.0,0,0.0,Kurdistan Workers' Party (PKK)
44690,2008,4,1,0,186,6,209,882,8.980118,79.912462,1.0,0,0.0,1,0,3,15,982,186.0,0,6,0.0,1,0.0,Liberation Tigers of Tamil Eelam (LTTE)
55554,2013,5,27,0,4,6,378,1498,32.689845,62.732388,2.0,0,0.0,1,1,3,4,1693,422.0,0,6,1.0,1,0.0,Taliban
68667,2015,7,5,0,147,11,87,284,11.704399,11.088539,1.0,0,0.0,1,1,3,15,445,147.0,0,6,7.0,-9,0.0,Boko Haram
